old_mag_name	new_mag_name
NAO-all-SRF-180-2000-00_bin-57	TOPAZ_NAS4_E006
NAO-all-SRF-180-2000-00_bin-59	TOPAZ_NAS4_E007
NAO-all-SRF-180-2000-00_bin-73	TOPAZ_NAS4_E008
NAO-all-SRF-180-2000-00_bin-77	TOPAZ_NAS4_E009
NAO-all-SRF-180-2000-00_bin-81	TOPAZ_NAS4_E010
NAO-all-SRF-180-2000-00_bin-87	TOPAZ_NAS4_E011
NAO-all-SRF-180-2000-00_bin-89	TOPAZ_NAS4_E012
NAO-all-SRF-180-2000-00_bin-94	TOPAZ_NAS4_E013
NAO-all-DCM-20-180-00_bin-1	TOPAZ_NAD3_E001
NAO-all-DCM-20-180-00_bin-17	TOPAZ_NAD3_E002
NAO-all-DCM-20-180-00_bin-19	TOPAZ_NAD3_E003
NAO-all-DCM-20-180-00_bin-2	TOPAZ_NAD3_E004
NAO-all-DCM-20-180-00_bin-20	TOPAZ_NAD3_E005
NAO-all-DCM-20-180-00_bin-23	TOPAZ_NAD3_E006
NAO-all-DCM-20-180-00_bin-25	TOPAZ_NAD3_E007
NAO-all-MIX-20-180-00_bin-13	TOPAZ_NAX3_E001
NAO-all-MIX-20-180-00_bin-17	TOPAZ_NAX3_E002
NAO-all-MIX-20-180-00_bin-20	TOPAZ_NAX3_E003
NAO-all-MIX-20-180-00_bin-24	TOPAZ_NAX3_E004
NAO-all-MIX-20-180-00_bin-28	TOPAZ_NAX3_E005
NAO-all-MIX-20-180-00_bin-35	TOPAZ_NAX3_E006
NAO-all-MIX-20-180-00_bin-37	TOPAZ_NAX3_E007
NAO-all-MIX-20-180-00_bin-57	TOPAZ_NAX3_E008
NAO-all-SRF-20-180-00_bin-15	TOPAZ_NAS3_E001
NAO-all-SRF-20-180-00_bin-19	TOPAZ_NAS3_E002
NAO-all-SRF-20-180-00_bin-32	TOPAZ_NAS3_E003
NAO-all-SRF-20-180-00_bin-39	TOPAZ_NAS3_E004
NAO-all-SRF-20-180-00_bin-40	TOPAZ_NAS3_E005
NAO-all-SRF-20-180-00_bin-41	TOPAZ_NAS3_E006
NAO-all-SRF-20-180-00_bin-42	TOPAZ_NAS3_E007
NAO-all-SRF-20-180-00_bin-44	TOPAZ_NAS3_E008
NAO-all-SRF-20-180-00_bin-6	TOPAZ_NAS3_E009
NAO-all-SRF-20-180-00_bin-67	TOPAZ_NAS3_E010
NAO-all-SRF-20-180-00_bin-71	TOPAZ_NAS3_E011
NAO-all-SRF-20-180-00_bin-8	TOPAZ_NAS3_E012
NAO-all-SRF-20-180-00_bin-82	TOPAZ_NAS3_E013
NAO-all-SRF-20-180-00_bin-84	TOPAZ_NAS3_E014
NAO-all-SRF-20-180-00_bin-85	TOPAZ_NAS3_E015
NAO-all-DCM-5-20-00_bin-19	TOPAZ_NAD2_E001
NAO-all-DCM-5-20-00_bin-6	TOPAZ_NAD2_E002
NAO-all-MIX-5-20-00_bin-30	TOPAZ_NAX2_E001
NAO-all-MIX-5-20-00_bin-5	TOPAZ_NAX2_E002
NAO-all-SRF-5-20-00_bin-25	TOPAZ_NAS2_E001
NAO-all-SRF-5-20-00_bin-26	TOPAZ_NAS2_E002
NAO-all-SRF-5-20-00_bin-3	TOPAZ_NAS2_E003
NAO-all-SRF-5-20-00_bin-30	TOPAZ_NAS2_E004
NAO-all-SRF-5-20-00_bin-31	TOPAZ_NAS2_E005
NPO-all-DCM-0-8-5-00_bin-17	TOPAZ_NPD1_E001
NPO-all-DCM-0-8-5-00_bin-211	TOPAZ_NPD1_E002
NPO-all-DCM-0-8-5-00_bin-223	TOPAZ_NPD1_E003
NPO-all-DCM-0-8-5-00_bin-237	TOPAZ_NPD1_E004
NPO-all-DCM-0-8-5-00_bin-249	TOPAZ_NPD1_E005
NPO-all-DCM-0-8-5-00_bin-298	TOPAZ_NPD1_E006
NPO-all-DCM-0-8-5-00_bin-310	TOPAZ_NPD1_E007
NPO-all-DCM-0-8-5-00_bin-316	TOPAZ_NPD1_E008
NPO-all-DCM-0-8-5-00_bin-379	TOPAZ_NPD1_E009
NPO-all-DCM-0-8-5-00_bin-38	TOPAZ_NPD1_E010
NPO-all-DCM-0-8-5-00_bin-390	TOPAZ_NPD1_E011
NPO-all-DCM-0-8-5-00_bin-411	TOPAZ_NPD1_E012
NPO-all-DCM-0-8-5-00_bin-431	TOPAZ_NPD1_E013
NPO-all-MES-0-8-5-00_bin-101	TOPAZ_NPM1_E001
NPO-all-MES-0-8-5-00_bin-163	TOPAZ_NPM1_E002
NPO-all-MES-0-8-5-00_bin-198	TOPAZ_NPM1_E003
NPO-all-SRF-0-8-5-00_bin-105	TOPAZ_NPS1_E001
NPO-all-SRF-0-8-5-00_bin-113	TOPAZ_NPS1_E002
NPO-all-SRF-0-8-5-00_bin-126	TOPAZ_NPS1_E003
NPO-all-SRF-0-8-5-00_bin-146	TOPAZ_NPS1_E004
NPO-all-SRF-0-8-5-00_bin-15	TOPAZ_NPS1_E005
NPO-all-SRF-0-8-5-00_bin-209	TOPAZ_NPS1_E006
NPO-all-SRF-0-8-5-00_bin-232	TOPAZ_NPS1_E007
NPO-all-SRF-0-8-5-00_bin-249	TOPAZ_NPS1_E008
NPO-all-SRF-0-8-5-00_bin-250	TOPAZ_NPS1_E009
NPO-all-SRF-0-8-5-00_bin-284	TOPAZ_NPS1_E010
NPO-all-SRF-0-8-5-00_bin-297	TOPAZ_NPS1_E011
NPO-all-SRF-0-8-5-00_bin-306	TOPAZ_NPS1_E012
NPO-all-SRF-0-8-5-00_bin-32	TOPAZ_NPS1_E013
NPO-all-SRF-0-8-5-00_bin-329	TOPAZ_NPS1_E014
NPO-all-SRF-0-8-5-00_bin-336	TOPAZ_NPS1_E015
NPO-all-SRF-0-8-5-00_bin-341	TOPAZ_NPS1_E016
NPO-all-SRF-0-8-5-00_bin-371	TOPAZ_NPS1_E017
NPO-all-SRF-0-8-5-00_bin-407	TOPAZ_NPS1_E018
NPO-all-SRF-0-8-5-00_bin-425	TOPAZ_NPS1_E019
NPO-all-SRF-0-8-5-00_bin-450	TOPAZ_NPS1_E020
NPO-all-SRF-0-8-5-00_bin-455	TOPAZ_NPS1_E021
NPO-all-SRF-0-8-5-00_bin-490	TOPAZ_NPS1_E022
NPO-all-SRF-0-8-5-00_bin-530	TOPAZ_NPS1_E023
NPO-all-SRF-0-8-5-00_bin-556	TOPAZ_NPS1_E024
NPO-all-SRF-0-8-5-00_bin-575	TOPAZ_NPS1_E025
NPO-all-SRF-0-8-5-00_bin-646	TOPAZ_NPS1_E026
NPO-all-SRF-180-2000-00_bin-11	TOPAZ_NPS4_E001
NPO-all-SRF-180-2000-00_bin-13	TOPAZ_NPS4_E002
NPO-all-SRF-180-2000-00_bin-18	TOPAZ_NPS4_E003
NPO-all-SRF-180-2000-00_bin-22	TOPAZ_NPS4_E004
NPO-all-SRF-180-2000-00_bin-24	TOPAZ_NPS4_E005
NPO-all-SRF-180-2000-00_bin-25	TOPAZ_NPS4_E006
NPO-all-SRF-180-2000-00_bin-29	TOPAZ_NPS4_E007
NPO-all-SRF-180-2000-00_bin-33	TOPAZ_NPS4_E008
NPO-all-SRF-180-2000-00_bin-49	TOPAZ_NPS4_E009
NPO-all-SRF-180-2000-00_bin-5	TOPAZ_NPS4_E010
NPO-all-SRF-180-2000-00_bin-9	TOPAZ_NPS4_E011
NPO-all-DCM-20-180-00_bin-13	TOPAZ_NPD3_E001
NPO-all-DCM-20-180-00_bin-2	TOPAZ_NPD3_E002
NPO-all-DCM-20-180-00_bin-21	TOPAZ_NPD3_E003
NPO-all-DCM-20-180-00_bin-25	TOPAZ_NPD3_E004
NPO-all-DCM-20-180-00_bin-26	TOPAZ_NPD3_E005
NPO-all-DCM-20-180-00_bin-29	TOPAZ_NPD3_E006
NPO-all-DCM-20-180-00_bin-3	TOPAZ_NPD3_E007
NPO-all-DCM-20-180-00_bin-33	TOPAZ_NPD3_E008
NPO-all-DCM-20-180-00_bin-34	TOPAZ_NPD3_E009
NPO-all-DCM-20-180-00_bin-38	TOPAZ_NPD3_E010
NPO-all-DCM-20-180-00_bin-47	TOPAZ_NPD3_E011
NPO-all-DCM-20-180-00_bin-49	TOPAZ_NPD3_E012
NPO-all-DCM-20-180-00_bin-55	TOPAZ_NPD3_E013
NPO-all-DCM-20-180-00_bin-58	TOPAZ_NPD3_E014
NPO-all-DCM-20-180-00_bin-60	TOPAZ_NPD3_E015
NPO-all-DCM-20-180-00_bin-69	TOPAZ_NPD3_E016
NPO-all-DCM-20-180-00_bin-73	TOPAZ_NPD3_E017
NPO-all-DCM-20-180-00_bin-74	TOPAZ_NPD3_E018
NPO-all-SRF-20-180-00_bin-1	TOPAZ_NPS3_E001
NPO-all-SRF-20-180-00_bin-17	TOPAZ_NPS3_E002
NPO-all-SRF-20-180-00_bin-18	TOPAZ_NPS3_E003
NPO-all-SRF-20-180-00_bin-23	TOPAZ_NPS3_E004
NPO-all-SRF-20-180-00_bin-24	TOPAZ_NPS3_E005
NPO-all-SRF-20-180-00_bin-25	TOPAZ_NPS3_E006
NPO-all-SRF-20-180-00_bin-31	TOPAZ_NPS3_E007
NPO-all-SRF-20-180-00_bin-32	TOPAZ_NPS3_E008
NPO-all-SRF-20-180-00_bin-41	TOPAZ_NPS3_E009
NPO-all-SRF-20-180-00_bin-43	TOPAZ_NPS3_E010
NPO-all-SRF-20-180-00_bin-46	TOPAZ_NPS3_E011
NPO-all-SRF-20-180-00_bin-48	TOPAZ_NPS3_E012
NPO-all-SRF-20-180-00_bin-49	TOPAZ_NPS3_E013
NPO-all-SRF-20-180-00_bin-72	TOPAZ_NPS3_E014
NPO-all-SRF-20-180-00_bin-73	TOPAZ_NPS3_E015
NPO-all-SRF-20-180-00_bin-76	TOPAZ_NPS3_E016
NPO-all-SRF-20-180-00_bin-78	TOPAZ_NPS3_E017
NPO-all-SRF-20-180-00_bin-8	TOPAZ_NPS3_E018
NPO-all-SRF-20-180-00_bin-81	TOPAZ_NPS3_E019
NPO-all-SRF-20-180-00_bin-84	TOPAZ_NPS3_E020
NPO-all-SRF-20-180-00_bin-86	TOPAZ_NPS3_E021
NPO-all-DCM-5-20-00_bin-24	TOPAZ_NPD2_E001
NPO-all-DCM-5-20-00_bin-42	TOPAZ_NPD2_E002
NPO-all-SRF-5-20-00_bin-19	TOPAZ_NPS2_E001
NPO-all-SRF-5-20-00_bin-20	TOPAZ_NPS2_E002
NPO-all-SRF-5-20-00_bin-29	TOPAZ_NPS2_E003
NPO-all-SRF-5-20-00_bin-46	TOPAZ_NPS2_E004
NPO-all-SRF-5-20-00_bin-47	TOPAZ_NPS2_E005
NPO-all-SRF-5-20-00_bin-9	TOPAZ_NPS2_E006
RS-all-DCM-0-8-5-00_bin-46	TOPAZ_RSD1_E001
RS-all-SRF-0-8-5-00_bin-105	TOPAZ_RSS1_E001
RS-all-SRF-0-8-5-00_bin-17	TOPAZ_RSS1_E002
RS-all-SRF-0-8-5-00_bin-32	TOPAZ_RSS1_E003
RS-all-SRF-0-8-5-00_bin-39	TOPAZ_RSS1_E004
RS-all-SRF-0-8-5-00_bin-50	TOPAZ_RSS1_E005
RS-all-SRF-0-8-5-00_bin-55	TOPAZ_RSS1_E006
RS-all-SRF-0-8-5-00_bin-7	TOPAZ_RSS1_E007
RS-all-SRF-0-8-5-00_bin-83	TOPAZ_RSS1_E008
RS-all-SRF-180-2000-00_bin-15	TOPAZ_RSS4_E001
RS-all-SRF-180-2000-00_bin-3	TOPAZ_RSS4_E002
RS-all-SRF-180-2000-00_bin-8	TOPAZ_RSS4_E003
RS-all-SRF-180-2000-00_bin-9	TOPAZ_RSS4_E004
RS-all-DCM-20-180-00_bin-3	TOPAZ_RSD3_E001
RS-all-SRF-20-180-00_bin-1	TOPAZ_RSS3_E001
RS-all-SRF-20-180-00_bin-10	TOPAZ_RSS3_E002
RS-all-SRF-20-180-00_bin-16	TOPAZ_RSS3_E003
RS-all-SRF-20-180-00_bin-19	TOPAZ_RSS3_E004
RS-all-SRF-20-180-00_bin-20	TOPAZ_RSS3_E005
RS-all-SRF-20-180-00_bin-21	TOPAZ_RSS3_E006
RS-all-SRF-20-180-00_bin-27	TOPAZ_RSS3_E007
RS-all-SRF-20-180-00_bin-29	TOPAZ_RSS3_E008
RS-all-SRF-20-180-00_bin-30	TOPAZ_RSS3_E009
RS-all-SRF-20-180-00_bin-8	TOPAZ_RSS3_E010
SAO-all-DCM-0-8-5-00_bin-159	TOPAZ_SAD1_E001
SAO-all-DCM-0-8-5-00_bin-160	TOPAZ_SAD1_E002
SAO-all-DCM-0-8-5-00_bin-181	TOPAZ_SAD1_E003
SAO-all-DCM-0-8-5-00_bin-182	TOPAZ_SAD1_E004
SAO-all-DCM-0-8-5-00_bin-191	TOPAZ_SAD1_E005
SAO-all-DCM-0-8-5-00_bin-2	TOPAZ_SAD1_E006
SAO-all-DCM-0-8-5-00_bin-200	TOPAZ_SAD1_E007
SAO-all-DCM-0-8-5-00_bin-207	TOPAZ_SAD1_E008
SAO-all-DCM-0-8-5-00_bin-218	TOPAZ_SAD1_E009
SAO-all-DCM-0-8-5-00_bin-245	TOPAZ_SAD1_E010
SAO-all-DCM-0-8-5-00_bin-248	TOPAZ_SAD1_E011
SAO-all-DCM-0-8-5-00_bin-253	TOPAZ_SAD1_E012
SAO-all-DCM-0-8-5-00_bin-271	TOPAZ_SAD1_E013
SAO-all-DCM-0-8-5-00_bin-282	TOPAZ_SAD1_E014
SAO-all-DCM-0-8-5-00_bin-294	TOPAZ_SAD1_E015
SAO-all-DCM-0-8-5-00_bin-320	TOPAZ_SAD1_E016
SAO-all-DCM-0-8-5-00_bin-322	TOPAZ_SAD1_E017
SAO-all-DCM-0-8-5-00_bin-343	TOPAZ_SAD1_E018
SAO-all-DCM-0-8-5-00_bin-350	TOPAZ_SAD1_E019
SAO-all-DCM-0-8-5-00_bin-354	TOPAZ_SAD1_E020
SAO-all-DCM-0-8-5-00_bin-37	TOPAZ_SAD1_E021
SAO-all-DCM-0-8-5-00_bin-388	TOPAZ_SAD1_E022
SAO-all-DCM-0-8-5-00_bin-409	TOPAZ_SAD1_E023
SAO-all-DCM-0-8-5-00_bin-418	TOPAZ_SAD1_E024
SAO-all-DCM-0-8-5-00_bin-428	TOPAZ_SAD1_E025
SAO-all-DCM-0-8-5-00_bin-43	TOPAZ_SAD1_E026
SAO-all-DCM-0-8-5-00_bin-431	TOPAZ_SAD1_E027
SAO-all-DCM-0-8-5-00_bin-433	TOPAZ_SAD1_E028
SAO-all-DCM-0-8-5-00_bin-440	TOPAZ_SAD1_E029
SAO-all-DCM-0-8-5-00_bin-441	TOPAZ_SAD1_E030
SAO-all-DCM-0-8-5-00_bin-447	TOPAZ_SAD1_E031
SAO-all-DCM-0-8-5-00_bin-465	TOPAZ_SAD1_E032
SAO-all-DCM-0-8-5-00_bin-481	TOPAZ_SAD1_E033
SAO-all-DCM-0-8-5-00_bin-516	TOPAZ_SAD1_E034
SAO-all-DCM-0-8-5-00_bin-517	TOPAZ_SAD1_E035
SAO-all-DCM-0-8-5-00_bin-536	TOPAZ_SAD1_E036
SAO-all-DCM-0-8-5-00_bin-539	TOPAZ_SAD1_E037
SAO-all-DCM-0-8-5-00_bin-540	TOPAZ_SAD1_E038
SAO-all-DCM-0-8-5-00_bin-556	TOPAZ_SAD1_E039
SAO-all-DCM-0-8-5-00_bin-564	TOPAZ_SAD1_E040
SAO-all-DCM-0-8-5-00_bin-587	TOPAZ_SAD1_E041
SAO-all-DCM-0-8-5-00_bin-588	TOPAZ_SAD1_E042
SAO-all-DCM-0-8-5-00_bin-594	TOPAZ_SAD1_E043
SAO-all-DCM-0-8-5-00_bin-60	TOPAZ_SAD1_E044
SAO-all-DCM-0-8-5-00_bin-62	TOPAZ_SAD1_E045
SAO-all-DCM-0-8-5-00_bin-75	TOPAZ_SAD1_E046
SAO-all-MES-0-8-5-00_bin-104	TOPAZ_SAM1_E001
SAO-all-MES-0-8-5-00_bin-134	TOPAZ_SAM1_E002
SAO-all-MES-0-8-5-00_bin-141	TOPAZ_SAM1_E003
SAO-all-MES-0-8-5-00_bin-166	TOPAZ_SAM1_E004
SAO-all-MES-0-8-5-00_bin-199	TOPAZ_SAM1_E005
SAO-all-MES-0-8-5-00_bin-71	TOPAZ_SAM1_E006
SAO-all-MES-0-8-5-00_bin-84	TOPAZ_SAM1_E007
SAO-all-MES-0-8-5-00_bin-99	TOPAZ_SAM1_E008
SAO-all-SRF-0-8-5-00_bin-105	TOPAZ_SAS1_E001
SAO-all-SRF-0-8-5-00_bin-11	TOPAZ_SAS1_E002
SAO-all-SRF-0-8-5-00_bin-111	TOPAZ_SAS1_E003
SAO-all-SRF-0-8-5-00_bin-141	TOPAZ_SAS1_E004
SAO-all-SRF-0-8-5-00_bin-171	TOPAZ_SAS1_E005
SAO-all-SRF-0-8-5-00_bin-195	TOPAZ_SAS1_E006
SAO-all-SRF-0-8-5-00_bin-200	TOPAZ_SAS1_E007
SAO-all-SRF-0-8-5-00_bin-212	TOPAZ_SAS1_E008
SAO-all-SRF-0-8-5-00_bin-241	TOPAZ_SAS1_E009
SAO-all-SRF-0-8-5-00_bin-26	TOPAZ_SAS1_E010
SAO-all-SRF-0-8-5-00_bin-266	TOPAZ_SAS1_E011
SAO-all-SRF-0-8-5-00_bin-284	TOPAZ_SAS1_E012
SAO-all-SRF-0-8-5-00_bin-290	TOPAZ_SAS1_E013
SAO-all-SRF-0-8-5-00_bin-297	TOPAZ_SAS1_E014
SAO-all-SRF-0-8-5-00_bin-32	TOPAZ_SAS1_E015
SAO-all-SRF-0-8-5-00_bin-325	TOPAZ_SAS1_E016
SAO-all-SRF-0-8-5-00_bin-327	TOPAZ_SAS1_E017
SAO-all-SRF-0-8-5-00_bin-333	TOPAZ_SAS1_E018
SAO-all-SRF-0-8-5-00_bin-34	TOPAZ_SAS1_E019
SAO-all-SRF-0-8-5-00_bin-366	TOPAZ_SAS1_E020
SAO-all-SRF-0-8-5-00_bin-414	TOPAZ_SAS1_E021
SAO-all-SRF-0-8-5-00_bin-42	TOPAZ_SAS1_E022
SAO-all-SRF-0-8-5-00_bin-459	TOPAZ_SAS1_E023
SAO-all-SRF-0-8-5-00_bin-465	TOPAZ_SAS1_E024
SAO-all-SRF-0-8-5-00_bin-484	TOPAZ_SAS1_E025
SAO-all-SRF-0-8-5-00_bin-49	TOPAZ_SAS1_E026
SAO-all-SRF-0-8-5-00_bin-506	TOPAZ_SAS1_E027
SAO-all-SRF-0-8-5-00_bin-538	TOPAZ_SAS1_E028
SAO-all-SRF-0-8-5-00_bin-545	TOPAZ_SAS1_E029
SAO-all-SRF-0-8-5-00_bin-546	TOPAZ_SAS1_E030
SAO-all-SRF-0-8-5-00_bin-559	TOPAZ_SAS1_E031
SAO-all-SRF-0-8-5-00_bin-566	TOPAZ_SAS1_E032
SAO-all-SRF-0-8-5-00_bin-575	TOPAZ_SAS1_E033
SAO-all-SRF-0-8-5-00_bin-583	TOPAZ_SAS1_E034
SAO-all-SRF-0-8-5-00_bin-59	TOPAZ_SAS1_E035
SAO-all-SRF-0-8-5-00_bin-590	TOPAZ_SAS1_E036
SAO-all-SRF-0-8-5-00_bin-592	TOPAZ_SAS1_E037
SAO-all-SRF-0-8-5-00_bin-611	TOPAZ_SAS1_E038
SAO-all-SRF-0-8-5-00_bin-618	TOPAZ_SAS1_E039
SAO-all-SRF-0-8-5-00_bin-628	TOPAZ_SAS1_E040
SAO-all-SRF-0-8-5-00_bin-71	TOPAZ_SAS1_E041
SAO-all-SRF-0-8-5-00_bin-75	TOPAZ_SAS1_E042
SAO-all-SRF-0-8-5-00_bin-77	TOPAZ_SAS1_E043
SAO-all-SRF-0-8-5-00_bin-87	TOPAZ_SAS1_E044
SAO-all-DCM-180-2000-00_bin-10	TOPAZ_SAD4_E001
SAO-all-DCM-180-2000-00_bin-12	TOPAZ_SAD4_E002
SAO-all-DCM-180-2000-00_bin-24	TOPAZ_SAD4_E003
SAO-all-SRF-180-2000-00_bin-19	TOPAZ_SAS4_E001
SAO-all-SRF-180-2000-00_bin-28	TOPAZ_SAS4_E002
SAO-all-SRF-180-2000-00_bin-31	TOPAZ_SAS4_E003
SAO-all-SRF-180-2000-00_bin-33	TOPAZ_SAS4_E004
SAO-all-SRF-180-2000-00_bin-37	TOPAZ_SAS4_E005
SAO-all-SRF-180-2000-00_bin-47	TOPAZ_SAS4_E006
SAO-all-SRF-180-2000-00_bin-9	TOPAZ_SAS4_E007
SAO-all-DCM-20-180-00_bin-11	TOPAZ_SAD3_E001
SAO-all-DCM-20-180-00_bin-13	TOPAZ_SAD3_E002
SAO-all-DCM-20-180-00_bin-16	TOPAZ_SAD3_E003
SAO-all-DCM-20-180-00_bin-23	TOPAZ_SAD3_E004
SAO-all-DCM-20-180-00_bin-3	TOPAZ_SAD3_E005
SAO-all-DCM-20-180-00_bin-30	TOPAZ_SAD3_E006
SAO-all-SRF-20-180-00_bin-19	TOPAZ_SAS3_E001
SAO-all-SRF-20-180-00_bin-2	TOPAZ_SAS3_E002
SAO-all-SRF-20-180-00_bin-20	TOPAZ_SAS3_E003
SAO-all-SRF-20-180-00_bin-21	TOPAZ_SAS3_E004
SAO-all-SRF-20-180-00_bin-36	TOPAZ_SAS3_E005
SAO-all-SRF-20-180-00_bin-40	TOPAZ_SAS3_E006
SAO-all-SRF-20-180-00_bin-42	TOPAZ_SAS3_E007
SAO-all-SRF-20-180-00_bin-46	TOPAZ_SAS3_E008
SAO-all-SRF-20-180-00_bin-53	TOPAZ_SAS3_E009
SAO-all-SRF-20-180-00_bin-59	TOPAZ_SAS3_E010
SAO-all-SRF-20-180-00_bin-61	TOPAZ_SAS3_E011
SAO-all-SRF-20-180-00_bin-69	TOPAZ_SAS3_E012
SAO-all-SRF-20-180-00_bin-71	TOPAZ_SAS3_E013
SAO-all-SRF-20-180-00_bin-78	TOPAZ_SAS3_E014
SAO-all-SRF-20-180-00_bin-80	TOPAZ_SAS3_E015
SAO-all-SRF-5-20-00_bin-14	TOPAZ_SAS2_E001
SAO-all-SRF-5-20-00_bin-16	TOPAZ_SAS2_E002
SAO-all-SRF-5-20-00_bin-23	TOPAZ_SAS2_E003
SAO-all-SRF-5-20-00_bin-25	TOPAZ_SAS2_E004
SAO-all-SRF-5-20-00_bin-29	TOPAZ_SAS2_E005
SAO-all-SRF-5-20-00_bin-32	TOPAZ_SAS2_E006
SAO-all-SRF-5-20-00_bin-54	TOPAZ_SAS2_E007
SO-all-DCM-0-8-5-00_bin-34	TOPAZ_SOD1_E001
SO-all-DCM-0-8-5-00_bin-35	TOPAZ_SOD1_E002
SO-all-DCM-0-8-5-00_bin-36	TOPAZ_SOD1_E003
SO-all-DCM-0-8-5-00_bin-41	TOPAZ_SOD1_E004
SO-all-DCM-0-8-5-00_bin-49	TOPAZ_SOD1_E005
SO-all-DCM-0-8-5-00_bin-52	TOPAZ_SOD1_E006
SO-all-DCM-0-8-5-00_bin-59	TOPAZ_SOD1_E007
SO-all-DCM-0-8-5-00_bin-74	TOPAZ_SOD1_E008
SO-all-SRF-0-8-5-00_bin-110	TOPAZ_SOS1_E001
SO-all-SRF-0-8-5-00_bin-112	TOPAZ_SOS1_E002
SO-all-SRF-0-8-5-00_bin-20	TOPAZ_SOS1_E003
SO-all-SRF-0-8-5-00_bin-31	TOPAZ_SOS1_E004
SO-all-SRF-0-8-5-00_bin-39	TOPAZ_SOS1_E005
SO-all-SRF-0-8-5-00_bin-4	TOPAZ_SOS1_E006
SO-all-SRF-0-8-5-00_bin-43	TOPAZ_SOS1_E007
SO-all-SRF-0-8-5-00_bin-45	TOPAZ_SOS1_E008
SO-all-SRF-0-8-5-00_bin-50	TOPAZ_SOS1_E009
SO-all-SRF-0-8-5-00_bin-54	TOPAZ_SOS1_E010
SO-all-SRF-0-8-5-00_bin-63	TOPAZ_SOS1_E011
SO-all-SRF-0-8-5-00_bin-90	TOPAZ_SOS1_E012
SO-all-SRF-0-8-5-00_bin-97	TOPAZ_SOS1_E013
SO-all-DCM-180-2000-00_bin-1	TOPAZ_SOD4_E001
SO-all-DCM-180-2000-00_bin-14	TOPAZ_SOD4_E002
SO-all-DCM-180-2000-00_bin-17	TOPAZ_SOD4_E003
SO-all-DCM-180-2000-00_bin-6	TOPAZ_SOD4_E004
SO-all-SRF-180-2000-00_bin-3	TOPAZ_SOS4_E001
SO-all-SRF-180-2000-00_bin-8	TOPAZ_SOS4_E002
