old_mag_name	new_mag_name
SO-all-SRF-20-180-00_bin-21	TOPAZ_SOS3_E001
SO-all-SRF-20-180-00_bin-23	TOPAZ_SOS3_E002
SO-all-SRF-20-180-00_bin-8	TOPAZ_SOS3_E003
SO-all-SRF-5-20-00_bin-17	TOPAZ_SOS2_E001
SO-all-SRF-5-20-00_bin-18	TOPAZ_SOS2_E002
SO-all-SRF-5-20-00_bin-34	TOPAZ_SOS2_E003
SO-all-SRF-5-20-00_bin-55	TOPAZ_SOS2_E004
SO-all-SRF-5-20-00_bin-63	TOPAZ_SOS2_E005
SPO-CHIL-DCM-0-8-5-00_bin-39	TOPAZ_SPD1_E001
SPO-CHIL-DCM-0-8-5-00_bin-46	TOPAZ_SPD1_E002
SPO-PEOD-DCM-0-8-5-00_bin-41	TOPAZ_SPD1_E003
SPO-PEOD-DCM-0-8-5-00_bin-54	TOPAZ_SPD1_E004
SPO-PEOD-DCM-0-8-5-00_bin-80	TOPAZ_SPD1_E005
SPO-SPSG-DCM-0-8-5-00_bin-150	TOPAZ_SPD1_E006
SPO-SPSG-DCM-0-8-5-00_bin-172	TOPAZ_SPD1_E007
SPO-SPSG-DCM-0-8-5-00_bin-173	TOPAZ_SPD1_E008
SPO-SPSG-DCM-0-8-5-00_bin-224	TOPAZ_SPD1_E009
SPO-SPSG-DCM-0-8-5-00_bin-88	TOPAZ_SPD1_E010
SPO-all-DCM-0-8-5-00_bin-127	TOPAZ_SPD1_E011
SPO-all-DCM-0-8-5-00_bin-138	TOPAZ_SPD1_E012
SPO-all-DCM-0-8-5-00_bin-206	TOPAZ_SPD1_E013
SPO-all-DCM-0-8-5-00_bin-208	TOPAZ_SPD1_E014
SPO-all-DCM-0-8-5-00_bin-251	TOPAZ_SPD1_E015
SPO-all-DCM-0-8-5-00_bin-275	TOPAZ_SPD1_E016
SPO-all-DCM-0-8-5-00_bin-332	TOPAZ_SPD1_E017
SPO-all-DCM-0-8-5-00_bin-35	TOPAZ_SPD1_E018
SPO-all-DCM-0-8-5-00_bin-501	TOPAZ_SPD1_E019
SPO-all-DCM-0-8-5-00_bin-527	TOPAZ_SPD1_E020
SPO-all-DCM-0-8-5-00_bin-542	TOPAZ_SPD1_E021
SPO-all-DCM-0-8-5-00_bin-566	TOPAZ_SPD1_E022
SPO-all-DCM-0-8-5-00_bin-575	TOPAZ_SPD1_E023
SPO-CHIL-MES-0-8-5-00_bin-22	TOPAZ_SPM1_E001
SPO-CHIL-MES-0-8-5-00_bin-26	TOPAZ_SPM1_E002
SPO-PEOD-MES-0-8-5-00_bin-1	TOPAZ_SPM1_E003
SPO-PEOD-MES-0-8-5-00_bin-17	TOPAZ_SPM1_E004
SPO-SPSG-MES-0-8-5-00_bin-179	TOPAZ_SPM1_E005
SPO-SPSG-MIX-0-8-5-00_bin-106	TOPAZ_SPX1_E001
SPO-SPSG-MIX-0-8-5-00_bin-132	TOPAZ_SPX1_E002
SPO-CHIL-SRF-0-8-5-00_bin-122	TOPAZ_SPS1_E001
SPO-CHIL-SRF-0-8-5-00_bin-134	TOPAZ_SPS1_E002
SPO-CHIL-SRF-0-8-5-00_bin-142	TOPAZ_SPS1_E003
SPO-CHIL-SRF-0-8-5-00_bin-213	TOPAZ_SPS1_E004
SPO-CHIL-SRF-0-8-5-00_bin-249	TOPAZ_SPS1_E005
SPO-CHIL-SRF-0-8-5-00_bin-39	TOPAZ_SPS1_E006
SPO-PEOD-SRF-0-8-5-00_bin-27	TOPAZ_SPS1_E007
SPO-PEOD-SRF-0-8-5-00_bin-91	TOPAZ_SPS1_E008
SPO-SPSG-SRF-0-8-5-00_bin-104	TOPAZ_SPS1_E009
SPO-SPSG-SRF-0-8-5-00_bin-151	TOPAZ_SPS1_E010
SPO-SPSG-SRF-0-8-5-00_bin-164	TOPAZ_SPS1_E011
SPO-SPSG-SRF-0-8-5-00_bin-207	TOPAZ_SPS1_E012
SPO-SPSG-SRF-0-8-5-00_bin-217	TOPAZ_SPS1_E013
SPO-SPSG-SRF-0-8-5-00_bin-234	TOPAZ_SPS1_E014
SPO-SPSG-SRF-0-8-5-00_bin-27	TOPAZ_SPS1_E015
SPO-SPSG-SRF-0-8-5-00_bin-277	TOPAZ_SPS1_E016
SPO-SPSG-SRF-0-8-5-00_bin-285	TOPAZ_SPS1_E017
SPO-SPSG-SRF-0-8-5-00_bin-290	TOPAZ_SPS1_E018
SPO-SPSG-SRF-0-8-5-00_bin-296	TOPAZ_SPS1_E019
SPO-SPSG-SRF-0-8-5-00_bin-303	TOPAZ_SPS1_E020
SPO-SPSG-SRF-0-8-5-00_bin-329	TOPAZ_SPS1_E021
SPO-SPSG-SRF-0-8-5-00_bin-374	TOPAZ_SPS1_E022
SPO-SPSG-SRF-0-8-5-00_bin-379	TOPAZ_SPS1_E023
SPO-SPSG-SRF-0-8-5-00_bin-40	TOPAZ_SPS1_E024
SPO-SPSG-SRF-0-8-5-00_bin-427	TOPAZ_SPS1_E025
SPO-SPSG-SRF-0-8-5-00_bin-438	TOPAZ_SPS1_E026
SPO-SPSG-SRF-0-8-5-00_bin-477	TOPAZ_SPS1_E027
SPO-SPSG-SRF-0-8-5-00_bin-560	TOPAZ_SPS1_E028
SPO-SPSG-SRF-0-8-5-00_bin-565	TOPAZ_SPS1_E029
SPO-SPSG-SRF-0-8-5-00_bin-578	TOPAZ_SPS1_E030
SPO-SPSG-SRF-0-8-5-00_bin-580	TOPAZ_SPS1_E031
SPO-SPSG-SRF-0-8-5-00_bin-581	TOPAZ_SPS1_E032
SPO-SPSG-SRF-0-8-5-00_bin-608	TOPAZ_SPS1_E033
SPO-SPSG-SRF-0-8-5-00_bin-614	TOPAZ_SPS1_E034
SPO-SPSG-SRF-0-8-5-00_bin-642	TOPAZ_SPS1_E035
SPO-SPSG-SRF-0-8-5-00_bin-658	TOPAZ_SPS1_E036
SPO-SPSG-SRF-0-8-5-00_bin-66	TOPAZ_SPS1_E037
SPO-SPSG-SRF-0-8-5-00_bin-663	TOPAZ_SPS1_E038
SPO-SPSG-SRF-0-8-5-00_bin-672	TOPAZ_SPS1_E039
SPO-SPSG-SRF-0-8-5-00_bin-673	TOPAZ_SPS1_E040
SPO-SPSG-SRF-0-8-5-00_bin-82	TOPAZ_SPS1_E041
SPO-all-SRF-0-8-5-00_bin-102	TOPAZ_SPS1_E042
SPO-all-SRF-0-8-5-00_bin-1028	TOPAZ_SPS1_E043
SPO-all-SRF-0-8-5-00_bin-1039	TOPAZ_SPS1_E044
SPO-all-SRF-0-8-5-00_bin-1040	TOPAZ_SPS1_E045
SPO-all-SRF-0-8-5-00_bin-130	TOPAZ_SPS1_E046
SPO-all-SRF-0-8-5-00_bin-148	TOPAZ_SPS1_E047
SPO-all-SRF-0-8-5-00_bin-165	TOPAZ_SPS1_E048
SPO-all-SRF-0-8-5-00_bin-190	TOPAZ_SPS1_E049
SPO-all-SRF-0-8-5-00_bin-226	TOPAZ_SPS1_E050
SPO-all-SRF-0-8-5-00_bin-234	TOPAZ_SPS1_E051
SPO-all-SRF-0-8-5-00_bin-25	TOPAZ_SPS1_E052
SPO-all-SRF-0-8-5-00_bin-305	TOPAZ_SPS1_E053
SPO-all-SRF-0-8-5-00_bin-318	TOPAZ_SPS1_E054
SPO-all-SRF-0-8-5-00_bin-341	TOPAZ_SPS1_E055
SPO-all-SRF-0-8-5-00_bin-345	TOPAZ_SPS1_E056
SPO-all-SRF-0-8-5-00_bin-394	TOPAZ_SPS1_E057
SPO-all-SRF-0-8-5-00_bin-449	TOPAZ_SPS1_E058
SPO-all-SRF-0-8-5-00_bin-459	TOPAZ_SPS1_E059
SPO-all-SRF-0-8-5-00_bin-460	TOPAZ_SPS1_E060
SPO-all-SRF-0-8-5-00_bin-469	TOPAZ_SPS1_E061
SPO-all-SRF-0-8-5-00_bin-470	TOPAZ_SPS1_E062
SPO-all-SRF-0-8-5-00_bin-496	TOPAZ_SPS1_E063
SPO-all-SRF-0-8-5-00_bin-499	TOPAZ_SPS1_E064
SPO-all-SRF-0-8-5-00_bin-502	TOPAZ_SPS1_E065
SPO-all-SRF-0-8-5-00_bin-505	TOPAZ_SPS1_E066
SPO-all-SRF-0-8-5-00_bin-508	TOPAZ_SPS1_E067
SPO-all-SRF-0-8-5-00_bin-515	TOPAZ_SPS1_E068
SPO-all-SRF-0-8-5-00_bin-551	TOPAZ_SPS1_E069
SPO-all-SRF-0-8-5-00_bin-561	TOPAZ_SPS1_E070
SPO-all-SRF-0-8-5-00_bin-587	TOPAZ_SPS1_E071
SPO-all-SRF-0-8-5-00_bin-633	TOPAZ_SPS1_E072
SPO-all-SRF-0-8-5-00_bin-664	TOPAZ_SPS1_E073
SPO-all-SRF-0-8-5-00_bin-716	TOPAZ_SPS1_E074
SPO-all-SRF-0-8-5-00_bin-721	TOPAZ_SPS1_E075
SPO-all-SRF-0-8-5-00_bin-737	TOPAZ_SPS1_E076
SPO-all-SRF-0-8-5-00_bin-761	TOPAZ_SPS1_E077
SPO-all-SRF-0-8-5-00_bin-775	TOPAZ_SPS1_E078
SPO-all-SRF-0-8-5-00_bin-807	TOPAZ_SPS1_E079
SPO-all-SRF-0-8-5-00_bin-825	TOPAZ_SPS1_E080
SPO-all-SRF-0-8-5-00_bin-835	TOPAZ_SPS1_E081
SPO-all-SRF-0-8-5-00_bin-838	TOPAZ_SPS1_E082
SPO-all-SRF-0-8-5-00_bin-844	TOPAZ_SPS1_E083
SPO-all-SRF-0-8-5-00_bin-849	TOPAZ_SPS1_E084
SPO-all-SRF-0-8-5-00_bin-867	TOPAZ_SPS1_E085
SPO-all-SRF-0-8-5-00_bin-880	TOPAZ_SPS1_E086
SPO-all-SRF-0-8-5-00_bin-906	TOPAZ_SPS1_E087
SPO-all-SRF-0-8-5-00_bin-907	TOPAZ_SPS1_E088
SPO-all-SRF-0-8-5-00_bin-922	TOPAZ_SPS1_E089
SPO-all-SRF-0-8-5-00_bin-93	TOPAZ_SPS1_E090
SPO-all-SRF-0-8-5-00_bin-931	TOPAZ_SPS1_E091
SPO-all-SRF-0-8-5-00_bin-975	TOPAZ_SPS1_E092
SPO-all-SRF-0-8-5-00_bin-986	TOPAZ_SPS1_E093
SPO-CHIL-DCM-180-2000-00_bin-3	TOPAZ_SPD4_E001
SPO-PEOD-DCM-180-2000-00_bin-7	TOPAZ_SPD4_E002
SPO-PEOD-DCM-180-2000-00_bin-9	TOPAZ_SPD4_E003
SPO-all-DCM-180-2000-00_bin-31	TOPAZ_SPD4_E004
SPO-all-DCM-180-2000-00_bin-43	TOPAZ_SPD4_E005
SPO-CHIL-SRF-180-2000-00_bin-2	TOPAZ_SPS4_E001
SPO-CHIL-SRF-180-2000-00_bin-20	TOPAZ_SPS4_E002
SPO-CHIL-SRF-180-2000-00_bin-21	TOPAZ_SPS4_E003
SPO-CHIL-SRF-180-2000-00_bin-57	TOPAZ_SPS4_E004
SPO-SPSG-SRF-180-2000-00_bin-1	TOPAZ_SPS4_E005
SPO-SPSG-SRF-180-2000-00_bin-10	TOPAZ_SPS4_E006
SPO-SPSG-SRF-180-2000-00_bin-113	TOPAZ_SPS4_E007
SPO-SPSG-SRF-180-2000-00_bin-122	TOPAZ_SPS4_E008
SPO-SPSG-SRF-180-2000-00_bin-129	TOPAZ_SPS4_E009
SPO-SPSG-SRF-180-2000-00_bin-131	TOPAZ_SPS4_E010
SPO-SPSG-SRF-180-2000-00_bin-136	TOPAZ_SPS4_E011
SPO-SPSG-SRF-180-2000-00_bin-137	TOPAZ_SPS4_E012
SPO-SPSG-SRF-180-2000-00_bin-159	TOPAZ_SPS4_E013
SPO-SPSG-SRF-180-2000-00_bin-16	TOPAZ_SPS4_E014
SPO-SPSG-SRF-180-2000-00_bin-164	TOPAZ_SPS4_E015
SPO-SPSG-SRF-180-2000-00_bin-172	TOPAZ_SPS4_E016
SPO-SPSG-SRF-180-2000-00_bin-187	TOPAZ_SPS4_E017
SPO-SPSG-SRF-180-2000-00_bin-2	TOPAZ_SPS4_E018
SPO-SPSG-SRF-180-2000-00_bin-203	TOPAZ_SPS4_E019
SPO-SPSG-SRF-180-2000-00_bin-205	TOPAZ_SPS4_E020
SPO-SPSG-SRF-180-2000-00_bin-207	TOPAZ_SPS4_E021
SPO-SPSG-SRF-180-2000-00_bin-31	TOPAZ_SPS4_E022
SPO-SPSG-SRF-180-2000-00_bin-35	TOPAZ_SPS4_E023
SPO-SPSG-SRF-180-2000-00_bin-57	TOPAZ_SPS4_E024
SPO-SPSG-SRF-180-2000-00_bin-69	TOPAZ_SPS4_E025
SPO-SPSG-SRF-180-2000-00_bin-78	TOPAZ_SPS4_E026
SPO-SPSG-SRF-180-2000-00_bin-82	TOPAZ_SPS4_E027
SPO-SPSG-SRF-180-2000-00_bin-96	TOPAZ_SPS4_E028
SPO-SPSG-SRF-180-2000-00_bin-98	TOPAZ_SPS4_E029
SPO-all-SRF-180-2000-00_bin-112	TOPAZ_SPS4_E030
SPO-all-SRF-180-2000-00_bin-136	TOPAZ_SPS4_E031
SPO-all-SRF-180-2000-00_bin-141	TOPAZ_SPS4_E032
SPO-all-SRF-180-2000-00_bin-146	TOPAZ_SPS4_E033
SPO-all-SRF-180-2000-00_bin-151	TOPAZ_SPS4_E034
SPO-all-SRF-180-2000-00_bin-153	TOPAZ_SPS4_E035
SPO-all-SRF-180-2000-00_bin-155	TOPAZ_SPS4_E036
SPO-all-SRF-180-2000-00_bin-164	TOPAZ_SPS4_E037
SPO-all-SRF-180-2000-00_bin-17	TOPAZ_SPS4_E038
SPO-all-SRF-180-2000-00_bin-173	TOPAZ_SPS4_E039
SPO-all-SRF-180-2000-00_bin-184	TOPAZ_SPS4_E040
SPO-all-SRF-180-2000-00_bin-214	TOPAZ_SPS4_E041
SPO-all-SRF-180-2000-00_bin-228	TOPAZ_SPS4_E042
SPO-all-SRF-180-2000-00_bin-23	TOPAZ_SPS4_E043
SPO-all-SRF-180-2000-00_bin-263	TOPAZ_SPS4_E044
SPO-all-SRF-180-2000-00_bin-279	TOPAZ_SPS4_E045
SPO-all-SRF-180-2000-00_bin-28	TOPAZ_SPS4_E046
SPO-all-SRF-180-2000-00_bin-289	TOPAZ_SPS4_E047
SPO-all-SRF-180-2000-00_bin-303	TOPAZ_SPS4_E048
SPO-all-SRF-180-2000-00_bin-308	TOPAZ_SPS4_E049
SPO-all-SRF-180-2000-00_bin-31	TOPAZ_SPS4_E050
SPO-all-SRF-180-2000-00_bin-311	TOPAZ_SPS4_E051
SPO-all-SRF-180-2000-00_bin-318	TOPAZ_SPS4_E052
SPO-all-SRF-180-2000-00_bin-49	TOPAZ_SPS4_E053
SPO-all-SRF-180-2000-00_bin-68	TOPAZ_SPS4_E054
SPO-all-SRF-180-2000-00_bin-69	TOPAZ_SPS4_E055
SPO-all-SRF-180-2000-00_bin-73	TOPAZ_SPS4_E056
SPO-CHIL-DCM-20-180-00_bin-3	TOPAZ_SPD3_E001
SPO-PEOD-DCM-20-180-00_bin-18	TOPAZ_SPD3_E002
SPO-PEOD-DCM-20-180-00_bin-4	TOPAZ_SPD3_E003
SPO-PEOD-DCM-20-180-00_bin-9	TOPAZ_SPD3_E004
SPO-SPSG-DCM-20-180-00_bin-1	TOPAZ_SPD3_E005
SPO-SPSG-DCM-20-180-00_bin-14	TOPAZ_SPD3_E006
SPO-SPSG-DCM-20-180-00_bin-2	TOPAZ_SPD3_E007
SPO-SPSG-DCM-20-180-00_bin-23	TOPAZ_SPD3_E008
SPO-SPSG-DCM-20-180-00_bin-25	TOPAZ_SPD3_E009
SPO-SPSG-DCM-20-180-00_bin-30	TOPAZ_SPD3_E010
SPO-SPSG-DCM-20-180-00_bin-32	TOPAZ_SPD3_E011
SPO-CHIL-SRF-20-180-00_bin-16	TOPAZ_SPS3_E001
SPO-CHIL-SRF-20-180-00_bin-27	TOPAZ_SPS3_E002
SPO-CHIL-SRF-20-180-00_bin-30	TOPAZ_SPS3_E003
SPO-CHIL-SRF-20-180-00_bin-8	TOPAZ_SPS3_E004
SPO-PEOD-SRF-20-180-00_bin-1	TOPAZ_SPS3_E005
SPO-PEOD-SRF-20-180-00_bin-12	TOPAZ_SPS3_E006
SPO-PEOD-SRF-20-180-00_bin-14	TOPAZ_SPS3_E007
SPO-PEOD-SRF-20-180-00_bin-15	TOPAZ_SPS3_E008
SPO-PEOD-SRF-20-180-00_bin-18	TOPAZ_SPS3_E009
SPO-PEOD-SRF-20-180-00_bin-25	TOPAZ_SPS3_E010
SPO-PEOD-SRF-20-180-00_bin-32	TOPAZ_SPS3_E011
SPO-PEOD-SRF-20-180-00_bin-35	TOPAZ_SPS3_E012
SPO-PEOD-SRF-20-180-00_bin-45	TOPAZ_SPS3_E013
SPO-SPSG-SRF-20-180-00_bin-100	TOPAZ_SPS3_E014
SPO-SPSG-SRF-20-180-00_bin-104	TOPAZ_SPS3_E015
SPO-SPSG-SRF-20-180-00_bin-106	TOPAZ_SPS3_E016
SPO-SPSG-SRF-20-180-00_bin-109	TOPAZ_SPS3_E017
SPO-SPSG-SRF-20-180-00_bin-113	TOPAZ_SPS3_E018
SPO-SPSG-SRF-20-180-00_bin-115	TOPAZ_SPS3_E019
SPO-SPSG-SRF-20-180-00_bin-127	TOPAZ_SPS3_E020
SPO-SPSG-SRF-20-180-00_bin-129	TOPAZ_SPS3_E021
SPO-SPSG-SRF-20-180-00_bin-130	TOPAZ_SPS3_E022
SPO-SPSG-SRF-20-180-00_bin-153	TOPAZ_SPS3_E023
SPO-SPSG-SRF-20-180-00_bin-158	TOPAZ_SPS3_E024
SPO-SPSG-SRF-20-180-00_bin-164	TOPAZ_SPS3_E025
SPO-SPSG-SRF-20-180-00_bin-168	TOPAZ_SPS3_E026
SPO-SPSG-SRF-20-180-00_bin-177	TOPAZ_SPS3_E027
SPO-SPSG-SRF-20-180-00_bin-178	TOPAZ_SPS3_E028
SPO-SPSG-SRF-20-180-00_bin-18	TOPAZ_SPS3_E029
SPO-SPSG-SRF-20-180-00_bin-182	TOPAZ_SPS3_E030
SPO-SPSG-SRF-20-180-00_bin-188	TOPAZ_SPS3_E031
SPO-SPSG-SRF-20-180-00_bin-26	TOPAZ_SPS3_E032
SPO-SPSG-SRF-20-180-00_bin-38	TOPAZ_SPS3_E033
SPO-SPSG-SRF-20-180-00_bin-52	TOPAZ_SPS3_E034
SPO-SPSG-SRF-20-180-00_bin-59	TOPAZ_SPS3_E035
SPO-SPSG-SRF-20-180-00_bin-62	TOPAZ_SPS3_E036
SPO-SPSG-SRF-20-180-00_bin-65	TOPAZ_SPS3_E037
SPO-SPSG-SRF-20-180-00_bin-68	TOPAZ_SPS3_E038
SPO-SPSG-SRF-20-180-00_bin-69	TOPAZ_SPS3_E039
SPO-SPSG-SRF-20-180-00_bin-71	TOPAZ_SPS3_E040
SPO-SPSG-SRF-20-180-00_bin-78	TOPAZ_SPS3_E041
SPO-SPSG-SRF-20-180-00_bin-80	TOPAZ_SPS3_E042
SPO-SPSG-SRF-20-180-00_bin-81	TOPAZ_SPS3_E043
SPO-SPSG-SRF-20-180-00_bin-82	TOPAZ_SPS3_E044
SPO-SPSG-SRF-20-180-00_bin-93	TOPAZ_SPS3_E045
SPO-SPSG-SRF-20-180-00_bin-94	TOPAZ_SPS3_E046
SPO-SPSG-SRF-20-180-00_bin-96	TOPAZ_SPS3_E047
SPO-SPSG-SRF-20-180-00_bin-97	TOPAZ_SPS3_E048
SPO-SPSG-SRF-20-180-00_bin-99	TOPAZ_SPS3_E049
SPO-all-SRF-20-180-00_bin-105	TOPAZ_SPS3_E050
SPO-all-SRF-20-180-00_bin-110	TOPAZ_SPS3_E051
SPO-all-SRF-20-180-00_bin-111	TOPAZ_SPS3_E052
SPO-all-SRF-20-180-00_bin-119	TOPAZ_SPS3_E053
SPO-all-SRF-20-180-00_bin-12	TOPAZ_SPS3_E054
SPO-all-SRF-20-180-00_bin-120	TOPAZ_SPS3_E055
SPO-all-SRF-20-180-00_bin-125	TOPAZ_SPS3_E056
SPO-all-SRF-20-180-00_bin-126	TOPAZ_SPS3_E057
SPO-all-SRF-20-180-00_bin-127	TOPAZ_SPS3_E058
SPO-all-SRF-20-180-00_bin-129	TOPAZ_SPS3_E059
SPO-all-SRF-20-180-00_bin-13	TOPAZ_SPS3_E060
SPO-all-SRF-20-180-00_bin-132	TOPAZ_SPS3_E061
SPO-all-SRF-20-180-00_bin-134	TOPAZ_SPS3_E062
SPO-all-SRF-20-180-00_bin-137	TOPAZ_SPS3_E063
SPO-all-SRF-20-180-00_bin-146	TOPAZ_SPS3_E064
SPO-all-SRF-20-180-00_bin-151	TOPAZ_SPS3_E065
SPO-all-SRF-20-180-00_bin-158	TOPAZ_SPS3_E066
SPO-all-SRF-20-180-00_bin-16	TOPAZ_SPS3_E067
SPO-all-SRF-20-180-00_bin-160	TOPAZ_SPS3_E068
SPO-all-SRF-20-180-00_bin-167	TOPAZ_SPS3_E069
SPO-all-SRF-20-180-00_bin-171	TOPAZ_SPS3_E070
SPO-all-SRF-20-180-00_bin-172	TOPAZ_SPS3_E071
SPO-all-SRF-20-180-00_bin-173	TOPAZ_SPS3_E072
SPO-all-SRF-20-180-00_bin-177	TOPAZ_SPS3_E073
SPO-all-SRF-20-180-00_bin-185	TOPAZ_SPS3_E074
SPO-all-SRF-20-180-00_bin-188	TOPAZ_SPS3_E075
SPO-all-SRF-20-180-00_bin-190	TOPAZ_SPS3_E076
SPO-all-SRF-20-180-00_bin-202	TOPAZ_SPS3_E077
SPO-all-SRF-20-180-00_bin-21	TOPAZ_SPS3_E078
SPO-all-SRF-20-180-00_bin-214	TOPAZ_SPS3_E079
SPO-all-SRF-20-180-00_bin-225	TOPAZ_SPS3_E080
SPO-all-SRF-20-180-00_bin-23	TOPAZ_SPS3_E081
SPO-all-SRF-20-180-00_bin-243	TOPAZ_SPS3_E082
SPO-all-SRF-20-180-00_bin-268	TOPAZ_SPS3_E083
SPO-all-SRF-20-180-00_bin-274	TOPAZ_SPS3_E084
SPO-all-SRF-20-180-00_bin-40	TOPAZ_SPS3_E085
SPO-all-SRF-20-180-00_bin-51	TOPAZ_SPS3_E086
SPO-all-SRF-20-180-00_bin-52	TOPAZ_SPS3_E087
SPO-all-SRF-20-180-00_bin-54	TOPAZ_SPS3_E088
SPO-all-SRF-20-180-00_bin-59	TOPAZ_SPS3_E089
SPO-all-SRF-20-180-00_bin-70	TOPAZ_SPS3_E090
SPO-all-SRF-20-180-00_bin-78	TOPAZ_SPS3_E091
SPO-all-SRF-20-180-00_bin-84	TOPAZ_SPS3_E092
SPO-all-SRF-20-180-00_bin-86	TOPAZ_SPS3_E093
SPO-all-SRF-20-180-00_bin-88	TOPAZ_SPS3_E094
SPO-SPSG-DCM-5-20-00_bin-1	TOPAZ_SPD2_E001
SPO-SPSG-DCM-5-20-00_bin-33	TOPAZ_SPD2_E002
SPO-SPSG-DCM-5-20-00_bin-40	TOPAZ_SPD2_E003
SPO-PEOD-SRF-5-20-00_bin-37	TOPAZ_SPS2_E001
SPO-PEOD-SRF-5-20-00_bin-8	TOPAZ_SPS2_E002
SPO-SPSG-SRF-5-20-00_bin-108	TOPAZ_SPS2_E003
SPO-SPSG-SRF-5-20-00_bin-127	TOPAZ_SPS2_E004
SPO-SPSG-SRF-5-20-00_bin-21	TOPAZ_SPS2_E005
SPO-SPSG-SRF-5-20-00_bin-3	TOPAZ_SPS2_E006
SPO-SPSG-SRF-5-20-00_bin-49	TOPAZ_SPS2_E007
SPO-SPSG-SRF-5-20-00_bin-57	TOPAZ_SPS2_E008
SPO-SPSG-SRF-5-20-00_bin-72	TOPAZ_SPS2_E009
SPO-SPSG-SRF-5-20-00_bin-80	TOPAZ_SPS2_E010
SPO-all-SRF-5-20-00_bin-1	TOPAZ_SPS2_E011
SPO-all-SRF-5-20-00_bin-108	TOPAZ_SPS2_E012
SPO-all-SRF-5-20-00_bin-110	TOPAZ_SPS2_E013
SPO-all-SRF-5-20-00_bin-111	TOPAZ_SPS2_E014
SPO-all-SRF-5-20-00_bin-113	TOPAZ_SPS2_E015
SPO-all-SRF-5-20-00_bin-118	TOPAZ_SPS2_E016
SPO-all-SRF-5-20-00_bin-120	TOPAZ_SPS2_E017
SPO-all-SRF-5-20-00_bin-13	TOPAZ_SPS2_E018
SPO-all-SRF-5-20-00_bin-152	TOPAZ_SPS2_E019
SPO-all-SRF-5-20-00_bin-176	TOPAZ_SPS2_E020
SPO-all-SRF-5-20-00_bin-182	TOPAZ_SPS2_E021
SPO-all-SRF-5-20-00_bin-20	TOPAZ_SPS2_E022
SPO-all-SRF-5-20-00_bin-223	TOPAZ_SPS2_E023
SPO-all-SRF-5-20-00_bin-55	TOPAZ_SPS2_E024
SPO-all-SRF-5-20-00_bin-57	TOPAZ_SPS2_E025
SPO-all-SRF-5-20-00_bin-77	TOPAZ_SPS2_E026
